name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score
Red Bluff,CAISO,natural_gas,active,46.40,40.150100,-122.212400,Tehama,CA,NP15,NP15,,,65.58,56.28,57.15,95.62,72.61,50.00,70.97,12.00,50.00,59.34,56.22
Chowchilla II,CAISO,natural_gas,active,49.60,37.107300,-120.248500,Madera,CA,NP15,NP15,,,65.69,56.28,57.15,95.62,72.61,50.00,71.48,12.00,50.00,59.94,56.22
Sweetwater Wind 1 LLC,ERCOT,wind,active,37.50,32.360600,-100.338900,Nolan,TX,HB_NORTH,HB_NORTH,,,60.96,41.17,76.14,92.70,42.84,50.00,63.57,76.24,50.00,57.43,42.62
Sweetwater Wind 2 LLC,ERCOT,wind,active,98.80,32.347200,-100.370300,Nolan,TX,LZ_WEST,LZ_WEST,,,61.19,42.63,73.94,87.07,47.39,50.00,71.18,80.87,50.00,66.10,29.86
Bowling Green Wind,PJM,wind,active,7.20,41.378600,-83.738300,Wood,OH,WESTERN HUB,WESTERN HUB,,,54.45,43.28,58.00,70.00,58.00,50.00,51.64,71.77,50.00,42.67,42.00
Miramar Energy Facility,CAISO,natural_gas,active,106.00,32.876900,-117.166389,San Diego,CA,SP15,SP15,,,56.68,46.27,49.21,93.33,47.43,50.00,75.75,12.00,50.00,66.73,25.00
EG178 Facility,ERCOT,natural_gas,active,153.90,32.747058,-100.954661,Scurry,TX,LZ_WEST,LZ_WEST,,,64.77,51.99,73.94,95.52,64.39,50.00,79.11,12.00,50.00,70.07,29.86
Malaga Power LLC,CAISO,natural_gas,active,121.00,36.689570,-119.739890,Fresno,CA,NP15,NP15,,,67.13,56.28,57.15,95.62,72.61,50.00,78.23,12.00,50.00,67.92,56.22
Buffalo Gap Wind Farm,ERCOT,wind,active,120.60,32.311556,-100.061589,Taylor,TX,LZ_LCRA,LZ_LCRA,,,67.53,49.52,58.87,95.53,67.11,50.00,73.82,81.82,50.00,67.89,49.08
Callahan Divide Wind Energy Center,ERCOT,wind,active,114.00,32.303889,-100.021667,Taylor,TX,LZ_LCRA,LZ_LCRA,,,67.42,49.52,58.87,95.53,67.11,50.00,73.39,81.55,50.00,67.38,49.08
Diablo Winds LLC,CAISO,wind,active,18.00,37.763653,-121.614392,Alameda,CA,NP15,NP15,,,62.21,46.15,57.15,91.90,58.61,50.00,58.20,80.73,50.00,50.87,56.22
Helzel & Schwarzhoff 86,CAISO,wind,active,2.40,35.092500,-118.395200,Kern,CA,NP15,NP15,,,58.45,46.15,57.15,91.90,58.61,50.00,42.93,71.11,50.00,32.83,56.22
ZCO,CAISO,wind,active,1.60,35.077200,-118.381100,Kern,CA,NP15,NP15,,,57.70,46.15,57.15,91.90,58.61,50.00,39.86,69.17,50.00,29.21,56.22
Bavarian LFGTE,PJM,biomass,active,4.80,38.860800,-84.655600,Boone,KY,WESTERN HUB,WESTERN HUB,,,57.83,52.25,58.00,76.00,62.00,50.00,54.68,72.05,50.00,39.04,42.00
Green Valley LFGTE,PJM,biomass,active,2.40,38.396737,-82.808819,Greenup,KY,WESTERN HUB,WESTERN HUB,,,56.54,52.25,58.00,76.00,62.00,50.00,49.43,68.74,50.00,32.83,42.00
Hardin County LFGTE,PJM,biomass,active,2.40,37.725800,-85.725800,Hardin,KY,WESTERN HUB,WESTERN HUB,,,56.54,52.25,58.00,76.00,62.00,50.00,49.43,68.74,50.00,32.83,42.00
Horse Hollow Wind Energy Center,ERCOT,wind,active,735.50,32.214024,-100.057120,Taylor,TX,LZ_NORTH,LZ_NORTH,,,65.20,40.73,75.61,92.48,41.05,50.00,86.04,90.46,50.00,84.07,34.22
Kumeyaay Wind,CAISO,wind,active,50.00,32.705556,-116.342500,San Diego,CA,SP15,SP15,,,52.19,37.94,49.21,78.49,33.43,50.00,64.45,85.61,50.00,60.01,25.00
Crescent Ridge,PJM,wind,active,53.00,41.250000,-89.570800,Bureau,IL,WESTERN HUB,WESTERN HUB,,,58.17,43.28,58.00,70.00,58.00,50.00,66.76,81.30,50.00,60.53,42.00
Wind Park Bear Creek,PJM,wind,active,24.00,41.235278,-75.753056,Luzerne,PA,WESTERN HUB,WESTERN HUB,,,56.69,43.28,58.00,70.00,58.00,50.00,60.76,77.52,50.00,53.44,42.00
Jersey-Atlantic Wind Farm,PJM,wind,active,7.50,39.382222,-74.447500,Atlantic,NJ,WESTERN HUB,WESTERN HUB,,,54.52,43.28,58.00,70.00,58.00,50.00,51.95,71.96,50.00,43.03,42.00
Oasis Wind,CAISO,wind,active,60.30,35.060940,-118.292406,Kern,CA,SP15,SP15,,,52.54,37.94,49.21,78.49,33.43,50.00,65.87,86.51,50.00,61.69,25.00
Sweetwater Wind 3 LLC,ERCOT,wind,active,135.00,32.290833,-100.421900,Nolan,TX,HB_WEST,HB_WEST,,,58.77,37.81,75.30,85.09,30.25,50.00,72.63,82.36,50.00,68.90,37.29
Coleman Falls,PJM,hydro,active,1.50,37.503500,-79.300600,Bedford,VA,WESTERN HUB,WESTERN HUB,,,56.92,51.72,58.00,85.00,65.00,50.00,41.73,61.99,50.00,28.63,42.00
Holcomb Rock,PJM,hydro,active,1.80,37.503500,-79.300600,Lynchburg City,VA,WESTERN HUB,WESTERN HUB,,,57.26,51.72,58.00,85.00,65.00,50.00,43.11,62.86,50.00,30.26,42.00
Pendleton County LFGTE,PJM,biomass,active,3.20,38.734218,-84.405901,Pendleton,KY,WESTERN HUB,WESTERN HUB,,,57.08,52.25,58.00,76.00,62.00,50.00,51.61,70.11,50.00,35.41,42.00
Gauley River Power Partners,PJM,hydro,active,80.00,38.219210,-80.890610,Nicholas,WV,WESTERN HUB,WESTERN HUB,,,64.33,51.72,58.00,85.00,65.00,50.00,71.85,80.99,50.00,64.22,42.00
Sweetwater Wind 4 LLC,ERCOT,wind,active,241.00,32.312200,-100.530300,Nolan,TX,LZ_CPS,LZ_CPS,,,63.73,45.01,62.81,95.58,52.05,50.00,78.34,85.13,50.00,74.08,25.00
High Trail Wind Farm LLC,PJM,wind,active,210.90,40.479200,-88.798900,McLean,IL,WESTERN HUB,WESTERN HUB,,,60.74,43.28,58.00,70.00,58.00,50.00,77.22,87.90,50.00,72.89,42.00
Bear Valley Power Plant,CAISO,natural_gas,active,8.40,34.250600,-116.902500,San Bernardino,CA,SP15,SP15,,,52.56,46.27,49.21,93.33,47.43,50.00,56.55,12.00,50.00,44.05,25.00
Quail Run Energy Center,ERCOT,natural_gas,active,550.40,31.841400,-102.315000,Ector,TX,LZ_HOUSTON,LZ_HOUSTON,,,73.25,57.97,77.77,97.81,83.72,50.00,89.59,12.00,50.00,81.47,44.52
Colorado Bend Energy Center,ERCOT,natural_gas,active,654.10,29.287800,-96.068300,Wharton,TX,HB_NORTH,HB_NORTH,,,67.97,50.20,76.14,97.47,59.84,50.00,89.80,12.00,50.00,83.02,42.62
Clearwater Power Plant,CAISO,natural_gas,active,49.00,33.891200,-117.608500,Riverside,CA,SP15,SP15,,,55.42,46.27,49.21,93.33,47.43,50.00,69.90,12.00,50.00,59.83,25.00
Shiloh I Wind Project,CAISO,wind,active,150.00,38.120000,-121.850000,Solano,CA,NP15,NP15,,,66.16,46.15,57.15,91.90,58.61,50.00,74.26,90.86,50.00,69.84,56.22
Casselman Wind Power Project,PJM,wind,active,34.50,39.850000,-79.138000,Somerset,PA,WESTERN HUB,WESTERN HUB,,,57.37,43.28,58.00,70.00,58.00,50.00,63.51,79.25,50.00,56.69,42.00
Sweetwater Wind 5,ERCOT,wind,active,80.50,32.236944,-100.483300,Nolan,TX,LZ_CPS,LZ_CPS,,,61.69,45.01,62.81,95.58,52.05,50.00,70.04,79.89,50.00,64.27,25.00
Robert Mueller Energy Center,ERCOT,natural_gas,active,4.60,30.304994,-97.707675,Travis,TX,LZ_CPS,LZ_CPS,,,58.96,54.89,62.81,98.00,69.05,50.00,52.93,12.00,50.00,38.66,25.00
Forest Creek Wind Farm LLC,ERCOT,wind,active,124.20,32.039000,-101.220000,Glasscock,TX,LZ_AEN,LZ_AEN,,,63.66,45.05,61.81,95.69,51.85,50.00,73.33,81.96,50.00,68.15,37.85
Mesquite Wind Power LLC,ERCOT,wind,active,200.00,32.625600,-99.492800,Shackelford,TX,LZ_SOUTH,LZ_SOUTH,,,65.65,43.08,76.30,92.47,49.90,50.00,76.60,84.24,50.00,72.42,44.14
Hunlock Unit 4,PJM,natural_gas,active,44.00,41.202500,-76.068333,LUZERNE,PA,WESTERN HUB,WESTERN HUB,,,61.79,52.78,58.00,88.00,70.00,50.00,70.68,12.00,50.00,58.87,42.00
Beecher Gas Recovery,PJM,biomass,active,3.30,41.381090,-87.637542,Will,IL,WESTERN HUB,WESTERN HUB,,,57.13,52.25,58.00,76.00,62.00,50.00,51.85,70.26,50.00,35.68,42.00
Ameresco Santa Cruz Energy,CAISO,biomass,active,3.00,36.917800,-121.815600,Santa Cruz,CA,NP15,NP15,,,63.34,55.71,57.15,95.34,66.61,50.00,51.42,74.49,50.00,34.83,56.22
Ameresco Delaware South,PJM,biomass,active,5.00,38.599200,-75.434200,Sussex,DE,WESTERN HUB,WESTERN HUB,,,57.91,52.25,58.00,76.00,62.00,50.00,54.99,72.25,50.00,39.40,42.00
Ameresco Delaware Central,PJM,biomass,active,5.00,39.033900,-75.723300,Kent,DE,WESTERN HUB,WESTERN HUB,,,57.91,52.25,58.00,76.00,62.00,50.00,54.99,72.25,50.00,39.40,42.00
Buena Vista Energy LLC,CAISO,wind,active,38.00,37.805000,-121.667200,Contra Costa,CA,NP15,NP15,,,63.60,46.15,57.15,91.90,58.61,50.00,63.86,84.30,50.00,57.55,56.22
GSG LLC,PJM,wind,active,80.00,41.643611,-89.173056,Lee,IL,WESTERN HUB,WESTERN HUB,,,58.94,43.28,58.00,70.00,58.00,50.00,69.88,83.27,50.00,64.22,42.00
Allegheny Ridge Wind Farm,PJM,wind,active,80.00,40.383889,-78.579444,Cambria,PA,WESTERN HUB,WESTERN HUB,,,58.94,43.28,58.00,70.00,58.00,50.00,69.88,83.27,50.00,64.22,42.00
Post Wind Farm LP,ERCOT,wind,active,84.00,32.925440,-101.219397,Borden,TX,LZ_WEST,LZ_WEST,,,60.88,42.63,73.94,87.07,47.39,50.00,69.95,80.09,50.00,64.65,29.86
Geneva Generation Facility,PJM,natural_gas,active,29.50,41.891100,-88.271100,Kane,IL,WESTERN HUB,WESTERN HUB,,,61.14,52.78,58.00,88.00,70.00,50.00,67.65,12.00,50.00,55.29,42.00
Jay County LFGTE,PJM,biomass,active,3.20,40.379703,-85.088192,Jay,IN,WESTERN HUB,WESTERN HUB,,,57.08,52.25,58.00,76.00,62.00,50.00,51.61,70.11,50.00,35.41,42.00
Russell City Energy Center,CAISO,natural_gas,active,655.00,37.634660,-122.133810,Alameda,CA,NP15,NP15,,,69.88,56.28,57.15,95.62,72.61,50.00,91.03,12.00,50.00,83.03,56.22
Locust Ridge,PJM,wind,active,26.00,40.855000,-76.129200,Schuylkill,PA,WESTERN HUB,WESTERN HUB,,,56.84,43.28,58.00,70.00,58.00,50.00,61.37,77.90,50.00,54.16,42.00
McGrath Peaker,CAISO,natural_gas,active,49.80,34.205556,-119.246944,Ventura,CA,SP15,SP15,,,55.45,46.27,49.21,93.33,47.43,50.00,70.03,12.00,50.00,59.97,25.00
Grapeland Hybrid,CAISO,natural_gas,active,49.80,34.090300,-117.534300,San Bernardino,CA,SP15,SP15,,,55.45,46.27,49.21,93.33,47.43,50.00,70.03,12.00,50.00,59.97,25.00
Grapeland Hybrid,CAISO,storage,active,10.00,34.090300,-117.534300,San Bernardino,CA,SP15,SP15,,,51.98,54.60,49.21,88.38,43.43,50.00,50.66,12.00,50.00,45.61,25.00
Mira Loma Peaker,CAISO,natural_gas,active,49.80,34.005300,-117.560400,San Bernardino,CA,SP15,SP15,,,55.45,46.27,49.21,93.33,47.43,50.00,70.03,12.00,50.00,59.97,25.00
Barre Peaker,CAISO,natural_gas,active,49.80,33.807300,-117.983200,Orange,CA,SP15,SP15,,,55.45,46.27,49.21,93.33,47.43,50.00,70.03,12.00,50.00,59.97,25.00
Center Hybrid,CAISO,natural_gas,active,49.80,33.929600,-118.104600,Los Angeles,CA,SP15,SP15,,,55.45,46.27,49.21,93.33,47.43,50.00,70.03,12.00,50.00,59.97,25.00
Center Hybrid,CAISO,storage,active,10.00,33.929600,-118.104600,Los Angeles,CA,SP15,SP15,,,51.98,54.60,49.21,88.38,43.43,50.00,50.66,12.00,50.00,45.61,25.00
Gateway Generating Station,CAISO,natural_gas,active,619.70,38.017500,-121.758700,Contra Costa,CA,NP15,NP15,,,69.79,56.28,57.15,95.62,72.61,50.00,90.61,12.00,50.00,82.54,56.22
Sand Bluff Wind Farm,ERCOT,wind,active,89.50,31.991442,-101.302637,Glasscock,TX,LZ_AEN,LZ_AEN,,,63.05,45.05,61.81,95.69,51.85,50.00,70.85,80.40,50.00,65.22,37.85
Post Oak Wind LLC,ERCOT,wind,active,200.00,32.514400,-99.656400,Shackelford,TX,LZ_WEST,LZ_WEST,,,62.50,42.63,73.94,87.07,47.39,50.00,76.52,84.24,50.00,72.42,29.86
Buffalo Gap 2 Wind Farm,ERCOT,wind,active,232.50,32.318221,-100.176986,Nolan,TX,LZ_LCRA,LZ_LCRA,,,68.75,49.52,58.87,95.53,67.11,50.00,78.79,84.96,50.00,73.76,49.08
NedPower Mount Storm,PJM,wind,active,264.00,39.217500,-79.209400,Grant,WV,WESTERN HUB,WESTERN HUB,,,61.16,43.28,58.00,70.00,58.00,50.00,78.92,88.97,50.00,74.90,42.00
Scurry County Wind LP,ERCOT,wind,active,130.50,32.720400,-100.995200,Scurry,TX,LZ_WEST,LZ_WEST,,,61.70,42.63,73.94,87.07,47.39,50.00,73.28,82.20,50.00,68.59,29.86
Frey Farm Landfill,PJM,biomass,active,3.20,39.958900,-76.444200,Lancaster,PA,WESTERN HUB,WESTERN HUB,,,57.08,52.25,58.00,76.00,62.00,50.00,51.61,70.11,50.00,35.41,42.00
GLRA Landfill,PJM,biomass,active,3.20,40.366400,-76.493100,Lebanon,PA,WESTERN HUB,WESTERN HUB,,,57.08,52.25,58.00,76.00,62.00,50.00,51.61,70.11,50.00,35.41,42.00
Austin Gas Recovery,ERCOT,biomass,active,4.80,30.334400,-97.621700,Travis,TX,LZ_CPS,LZ_CPS,,,61.38,54.34,62.81,98.00,66.05,50.00,53.78,68.74,50.00,39.04,25.00
Waste Management Bethel LFGTE,PJM,biomass,active,4.80,37.076352,-76.444373,Hampton City,VA,WESTERN HUB,WESTERN HUB,,,57.83,52.25,58.00,76.00,62.00,50.00,54.68,72.05,50.00,39.04,42.00
Colusa Generating Station,CAISO,natural_gas,active,712.40,39.366100,-122.270000,Colusa,CA,NP15,NP15,,,70.02,56.28,57.15,95.62,72.61,50.00,91.66,12.00,50.00,83.78,56.22
Terra-Gen VG Wind LLC,CAISO,wind,active,7.40,35.116100,-118.378900,Kern,CA,NP15,NP15,,,60.55,46.15,57.15,91.90,58.61,50.00,51.46,76.49,50.00,42.91,56.22
Eastern Landfill Gas LLC,PJM,biomass,active,4.00,39.389728,-76.392006,Baltimore,MD,WESTERN HUB,WESTERN HUB,,,57.49,52.25,58.00,76.00,62.00,50.00,53.30,71.18,50.00,37.41,42.00
Champion Wind Farm LLC,ERCOT,wind,active,126.50,32.398300,-100.648100,Nolan,TX,HB_NORTH,HB_NORTH,,,63.22,41.17,76.14,92.70,42.84,50.00,72.78,82.05,50.00,68.32,42.62
Roscoe Wind Farm LLC,ERCOT,wind,active,209.00,32.469400,-100.666400,Nolan,TX,HB_NORTH,HB_NORTH,,,64.16,41.17,76.14,92.70,42.84,50.00,76.59,84.45,50.00,72.81,42.62
Old Trail Wind Farm,PJM,wind,active,213.80,40.479200,-88.798900,McLean,IL,WESTERN HUB,WESTERN HUB,,,60.77,43.28,58.00,70.00,58.00,50.00,77.33,87.97,50.00,73.01,42.00
Providence Heights Wind LLC,PJM,wind,active,72.00,41.229400,-89.557200,Bureau,IL,WESTERN HUB,WESTERN HUB,,,58.74,43.28,58.00,70.00,58.00,50.00,69.08,82.77,50.00,63.27,42.00
Buffalo Gap 3 Wind Farm,ERCOT,wind,active,170.20,32.287800,-100.100000,Nolan,TX,LZ_LCRA,LZ_LCRA,,,68.17,49.52,58.87,95.53,67.11,50.00,76.43,83.47,50.00,70.97,49.08
Midway Peaking LLC,CAISO,natural_gas,active,139.80,36.654114,-120.579727,Fresno,CA,NP15,NP15,,,67.37,56.28,57.15,95.62,72.61,50.00,79.33,12.00,50.00,69.21,56.22
Camp Grove Wind Farm,PJM,wind,active,150.00,41.090583,-89.639811,STARK,IL,WESTERN HUB,WESTERN HUB,,,60.11,43.28,58.00,70.00,58.00,50.00,74.64,86.27,50.00,69.84,42.00
Stanton Wind Energy LLC,ERCOT,wind,active,120.00,32.235300,-101.836700,Martin,TX,LZ_HOUSTON,LZ_HOUSTON,,,68.54,47.53,77.77,93.68,66.72,50.00,73.47,81.80,50.00,67.84,44.52
South Trent Wind Farm,ERCOT,wind,active,101.20,32.408100,-100.128600,Nolan,TX,LZ_LCRA,LZ_LCRA,,,67.20,49.52,58.87,95.53,67.11,50.00,72.49,80.98,50.00,66.32,49.08
North Allegheny Windpower Project,PJM,wind,active,75.00,40.438100,-78.543600,Blair,PA,WESTERN HUB,WESTERN HUB,,,58.82,43.28,58.00,70.00,58.00,50.00,69.39,82.96,50.00,63.64,42.00
Hatchet Ridge Wind Project,CAISO,wind,active,101.20,40.898100,-121.803600,Shasta,CA,NP15,NP15,,,65.43,46.15,57.15,91.90,58.61,50.00,71.28,88.98,50.00,66.32,56.22
Pattern Gulf Wind,ERCOT,wind,active,283.20,27.001100,-97.599400,Kenedy,TX,LZ_CPS,LZ_CPS,,,64.04,45.01,62.81,95.58,52.05,50.00,79.56,85.90,50.00,75.53,25.00
NIH Cogeneration Facility,PJM,natural_gas,active,28.00,39.000000,-77.093900,Montgomery,MD,WESTERN HUB,WESTERN HUB,,,61.06,52.78,58.00,88.00,70.00,50.00,67.26,12.00,50.00,54.82,42.00
Whirlwind Energy Center,ERCOT,wind,active,59.80,34.105000,-101.098600,Floyd,TX,HB_NORTH,HB_NORTH,,,61.83,41.17,76.14,92.70,42.84,50.00,67.11,78.47,50.00,61.61,42.62
Winchester Power Park,ERCOT,natural_gas,active,242.00,30.025470,-96.994500,Fayette,TX,LZ_CPS,LZ_CPS,,,65.40,54.89,62.81,98.00,69.05,50.00,82.95,12.00,50.00,74.12,25.00
Wicomico,PJM,biomass,active,5.40,38.384700,-75.634400,Wicomico,MD,WESTERN HUB,WESTERN HUB,,,58.05,52.25,58.00,76.00,62.00,50.00,55.58,72.61,50.00,40.09,42.00
Amelia,PJM,biomass,active,14.40,37.309700,-78.058900,Amelia,VA,WESTERN HUB,WESTERN HUB,,,59.88,52.25,58.00,76.00,62.00,50.00,63.01,77.30,50.00,48.87,42.00
Brunswick Landfill Gas,PJM,biomass,active,10.50,36.763900,-77.810800,Brunswick,VA,WESTERN HUB,WESTERN HUB,,,59.29,52.25,58.00,76.00,62.00,50.00,60.61,75.79,50.00,46.04,42.00
Charles City,PJM,biomass,active,14.40,37.438889,-77.128611,Charles City,VA,WESTERN HUB,WESTERN HUB,,,59.88,52.25,58.00,76.00,62.00,50.00,63.01,77.30,50.00,48.87,42.00
King & Queen,PJM,biomass,active,10.80,37.671100,-76.760000,King and Queen,VA,WESTERN HUB,WESTERN HUB,,,59.34,52.25,58.00,76.00,62.00,50.00,60.83,75.93,50.00,46.29,42.00
Mountain View,PJM,biomass,active,14.40,39.801400,-77.788300,Franklin,PA,WESTERN HUB,WESTERN HUB,,,59.88,52.25,58.00,76.00,62.00,50.00,63.01,77.30,50.00,48.87,42.00
Pine Grove,PJM,biomass,active,5.40,40.555300,-76.388600,Schuylkill,PA,WESTERN HUB,WESTERN HUB,,,58.05,52.25,58.00,76.00,62.00,50.00,55.58,72.61,50.00,40.09,42.00
Forward Windpower LLC,PJM,wind,active,29.40,40.085300,-78.863300,Somerset,PA,WESTERN HUB,WESTERN HUB,,,57.07,43.28,58.00,70.00,58.00,50.00,62.30,78.49,50.00,55.26,42.00
Lookout Windpower LLC,PJM,wind,active,37.80,39.879400,-78.918300,Somerset,PA,WESTERN HUB,WESTERN HUB,,,57.54,43.28,58.00,70.00,58.00,50.00,64.20,79.69,50.00,57.51,42.00
Haworth Water Treatment Plant,PJM,natural_gas,active,8.00,40.959257,-74.015107,Bergen,NJ,WESTERN HUB,WESTERN HUB,,,59.02,52.78,58.00,88.00,70.00,50.00,57.77,12.00,50.00,43.61,42.00
Ampersand Chowchilla Biomass LLC,CAISO,biomass,active,12.50,37.106668,-120.248504,Madera,CA,NP15,NP15,,,66.00,55.71,57.15,95.34,66.61,50.00,62.23,81.31,50.00,47.60,56.22
El Nido Facility,CAISO,biomass,active,12.50,37.186700,-120.490300,Merced,CA,NP15,NP15,,,66.00,55.71,57.15,95.34,66.61,50.00,62.23,81.31,50.00,47.60,56.22
CFB Power Plant,ERCOT,natural_gas,active,310.00,28.650278,-96.539722,Calhoun,TX,LZ_LCRA,LZ_LCRA,,,71.07,60.39,58.87,98.00,84.11,50.00,85.55,12.00,50.00,76.34,49.08
Goat Wind LP,ERCOT,wind,active,149.60,31.951944,-100.791389,Sterling,TX,LZ_CPS,LZ_CPS,,,62.85,45.01,62.81,95.58,52.05,50.00,74.73,82.85,50.00,69.82,25.00
Capricorn Ridge Wind LLC,ERCOT,wind,active,662.50,31.951958,-101.018936,Sterling,TX,LZ_AEN,LZ_AEN,,,66.78,45.05,61.81,95.69,51.85,50.00,86.01,89.96,50.00,83.13,37.85
CalRenew-1,CAISO,solar,active,5.00,36.757500,-120.365800,Fresno,CA,NP15,NP15,,,61.73,57.96,57.15,90.76,57.61,50.00,49.47,75.01,50.00,39.40,56.22
Locust Ridge II LLC,PJM,wind,active,102.00,40.841100,-76.154700,Schuylkill,PA,WESTERN HUB,WESTERN HUB,,,59.39,43.28,58.00,70.00,58.00,50.00,71.72,84.43,50.00,66.39,42.00
Silver Star I Wind Power Project,ERCOT,wind,active,52.80,32.338659,-98.476051,Erath,TX,HB_NORTH,HB_NORTH,,,61.59,41.17,76.14,92.70,42.84,50.00,66.16,77.88,50.00,60.50,42.62
McAdoo Wind Energy LLC,ERCOT,wind,active,150.00,33.752201,-100.967402,Dickens,TX,LZ_LCRA,LZ_LCRA,,,67.93,49.52,58.87,95.53,67.11,50.00,75.47,82.86,50.00,69.84,49.08
Turkey Track Wind Energy LLC,ERCOT,wind,active,169.50,32.198100,-100.268600,Nolan,TX,LZ_NORTH,LZ_NORTH,,,62.47,40.73,75.61,92.48,41.05,50.00,74.92,83.45,50.00,70.93,34.22
Scurry County Wind II,ERCOT,wind,active,120.00,32.718056,-100.793333,Scurry,TX,LZ_WEST,LZ_WEST,,,61.55,42.63,73.94,87.07,47.39,50.00,72.65,81.80,50.00,67.84,29.86
Gunsight Mountain Wind Energy LLC,ERCOT,wind,active,120.00,32.240278,-101.473611,Howard,TX,LZ_HOUSTON,LZ_HOUSTON,,,68.54,47.53,77.77,93.68,66.72,50.00,73.47,81.80,50.00,67.84,44.52
Fowler Ridge Wind Farm LLC,PJM,wind,active,588.30,40.583889,-87.333600,Benton,IN,WESTERN HUB,WESTERN HUB,,,62.65,43.28,58.00,70.00,58.00,50.00,84.99,92.80,50.00,82.07,42.00
Elbow Creek Wind Project LLC,ERCOT,wind,active,121.90,32.140800,-101.398600,Howard,TX,HB_NORTH,HB_NORTH,,,63.15,41.17,76.14,92.70,42.84,50.00,72.50,81.87,50.00,67.98,42.62
Virginia Tech Power Plant,PJM,natural_gas,active,6.30,37.231900,-80.421100,Montgomery,VA,WESTERN HUB,WESTERN HUB,,,58.63,52.78,58.00,88.00,70.00,50.00,55.96,12.00,50.00,41.47,42.00
Dillon Wind LLC,CAISO,wind,active,45.00,33.939300,-116.552700,Riverside,CA,SP15,SP15,,,52.00,37.94,49.21,78.49,33.43,50.00,63.65,85.11,50.00,59.07,25.00
Penascal Wind Power LLC,ERCOT,wind,active,201.60,27.022112,-97.498478,Kenedy,TX,LZ_CPS,LZ_CPS,,,63.40,45.01,62.81,95.58,52.05,50.00,76.99,84.28,50.00,72.49,25.00
South Chestnut LLC,PJM,wind,active,50.40,39.751300,-79.727100,Fayette,PA,WESTERN HUB,WESTERN HUB,,,58.08,43.28,58.00,70.00,58.00,50.00,66.38,81.06,50.00,60.08,42.00
Panoche Energy Center,CAISO,natural_gas,active,432.00,36.651400,-120.583300,Fresno,CA,NP15,NP15,,,69.20,56.28,57.15,95.62,72.61,50.00,87.87,12.00,50.00,79.31,56.22
EcoGrove Wind LLC,PJM,wind,active,100.50,42.451481,-89.878428,Stephenson,IL,WESTERN HUB,WESTERN HUB,,,59.36,43.28,58.00,70.00,58.00,50.00,71.61,84.36,50.00,66.26,42.00
Cedar Bayou 4,ERCOT,natural_gas,active,535.50,29.751645,-94.923120,Chambers,TX,LZ_HOUSTON,LZ_HOUSTON,,,73.21,57.97,77.77,97.81,83.72,50.00,89.38,12.00,50.00,81.23,44.52
Bear Garden,PJM,natural_gas,active,559.00,37.695556,-78.285278,Buckingham,VA,WESTERN HUB,WESTERN HUB,,,65.92,52.78,58.00,88.00,70.00,50.00,89.94,12.00,50.00,81.61,42.00
Hackberry Wind Farm,ERCOT,wind,active,165.60,32.768300,-99.422800,Shackelford,TX,HB_NORTH,HB_NORTH,,,63.73,41.17,76.14,92.70,42.84,50.00,74.82,83.34,50.00,70.73,42.62
CPV St Charles Energy Center,PJM,natural_gas,active,775.30,38.568600,-76.891900,Charles,MD,WESTERN HUB,WESTERN HUB,,,66.45,52.78,58.00,88.00,70.00,50.00,92.41,12.00,50.00,84.54,42.00
Lanchester Generating Station,PJM,biomass,active,3.20,40.110800,-75.954700,Lancaster,PA,WESTERN HUB,WESTERN HUB,,,57.08,52.25,58.00,76.00,62.00,50.00,51.61,70.11,50.00,35.41,42.00
Bolthouse S&P and Rowen Farms Solar,CAISO,solar,active,1.20,34.564400,-117.693300,Los Angeles,CA,SP15,SP15,,,45.97,47.66,49.21,74.54,30.43,50.00,37.18,68.20,50.00,26.63,25.00
Meldahl Hydroelectric Project,PJM,hydro,active,105.00,38.791431,-84.172982,Bracken,KY,WESTERN HUB,WESTERN HUB,,,64.84,51.72,58.00,85.00,65.00,50.00,73.91,82.29,50.00,66.65,42.00
SECCRA Community Landfill,PJM,biomass,active,2.50,39.863900,-75.842800,Chester,PA,WESTERN HUB,WESTERN HUB,,,56.62,52.25,58.00,76.00,62.00,50.00,49.74,68.94,50.00,33.20,42.00
Shiloh Wind Project 2 LLC,CAISO,wind,active,150.00,38.171100,-121.846100,Solano,CA,NP15,NP15,,,66.16,46.15,57.15,91.90,58.61,50.00,74.26,90.86,50.00,69.84,56.22
Hall's Warehouse Solar Project,PJM,solar,active,1.60,40.573708,-74.394414,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,54.32,54.36,58.00,72.00,60.00,50.00,38.46,69.32,50.00,29.21,42.00
Pennsauken Solar,PJM,solar,active,3.90,39.989400,-75.040000,Camden,NJ,WESTERN HUB,WESTERN HUB,,,55.98,54.36,58.00,72.00,60.00,50.00,45.21,73.57,50.00,37.18,42.00
Cumberland County Solid Waste Complex,PJM,biomass,active,4.80,39.449400,-75.092800,Cumberland,NJ,WESTERN HUB,WESTERN HUB,,,57.83,52.25,58.00,76.00,62.00,50.00,54.68,72.05,50.00,39.04,42.00
