name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score
Cooperative Solar One,PJM,solar,active,8.50,38.027241,-84.254726,Clark,KY,WESTERN HUB,WESTERN HUB,,,57.43,54.36,58.00,72.00,60.00,50.00,51.11,77.29,50.00,44.15,42.00
"Solar Star California, XLIV, LLC",CAISO,solar,active,9.50,34.511889,-117.922819,Los Angeles,CA,SP15,SP15,,,49.82,47.66,49.21,74.54,30.43,50.00,52.85,78.08,50.00,45.15,25.00
Carl Friedrich Gauss Solar,PJM,solar,active,5.00,36.345842,-77.633477,Halifax,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Willow Springs Wind Farm,ERCOT,wind,active,250.00,33.345366,-99.624257,Haskell,TX,HB_NORTH,HB_NORTH,,,64.49,41.17,76.14,92.70,42.84,50.00,77.94,85.30,50.00,74.41,42.62
Dermott Wind,ERCOT,wind,active,253.00,32.863769,-100.975128,Scurry,TX,LZ_WEST,LZ_WEST,,,62.94,42.63,73.94,87.07,47.39,50.00,78.30,85.36,50.00,74.52,29.86
Ohio Northern University Solar Site,PJM,solar,active,3.00,40.759622,-83.839100,Hardin,OH,WESTERN HUB,WESTERN HUB,,,55.49,54.36,58.00,72.00,60.00,50.00,43.22,72.32,50.00,34.83,42.00
Correctional Solar LLC,PJM,solar,active,20.00,37.471464,-76.844612,New Kent,VA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
"Sussex Drive, LLC",PJM,solar,active,20.00,36.940529,-77.417760,Sussex,VA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Buckingham Solar LLC,PJM,solar,active,19.80,37.502944,-78.379237,Buckingham,VA,WESTERN HUB,WESTERN HUB,,,59.01,54.36,58.00,72.00,60.00,50.00,57.51,81.33,50.00,51.72,42.00
Clyde Solar Array,PJM,solar,active,2.80,41.319351,-82.984331,Sandusky,OH,WESTERN HUB,WESTERN HUB,,,55.37,54.36,58.00,72.00,60.00,50.00,42.70,71.99,50.00,34.21,42.00
Hopewell Cogeneration NJ,PJM,natural_gas,active,4.00,40.348275,-74.771501,Mercer,NJ,WESTERN HUB,WESTERN HUB,,,57.90,52.78,58.00,88.00,70.00,50.00,52.52,12.00,50.00,37.41,42.00
Jacumba Solar Farm,CAISO,solar,active,20.00,32.621200,-116.128960,San Diego,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
Scott-II Solar LLC,PJM,solar,active,20.00,37.526244,-77.944637,Powhatan,VA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Whitney Point Solar,CAISO,solar,active,20.00,36.376889,-120.138472,Fresno,CA,NP15,NP15,,,64.32,57.96,57.15,90.76,57.61,50.00,59.98,81.64,50.00,51.81,56.22
CSUF Nutwood Solar,CAISO,solar,active,1.90,33.879120,-117.888700,Orange,CA,SP15,SP15,,,46.82,47.66,49.21,74.54,30.43,50.00,40.66,70.39,50.00,30.74,25.00
NextEra Westside PV,CAISO,solar,active,20.00,36.381775,-120.134486,Fresno,CA,NP15,NP15,,,64.32,57.96,57.15,90.76,57.61,50.00,59.98,81.64,50.00,51.81,56.22
Buckthorn Wind,ERCOT,wind,active,100.50,32.371306,-98.377389,Erath,TX,HB_NORTH,HB_NORTH,,,62.79,41.17,76.14,92.70,42.84,50.00,71.04,80.95,50.00,66.26,42.62
Lindberg Field Solar 2,CAISO,solar,active,1.90,32.729444,-117.205083,San Diego,CA,SP15,SP15,,,46.82,47.66,49.21,74.54,30.43,50.00,40.66,70.39,50.00,30.74,25.00
Elizabethtown Solar,PJM,solar,active,2.00,40.152693,-76.581401,Lancaster,PA,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Santa Rita Wind Energy,ERCOT,wind,active,300.00,31.181377,-101.318787,Reagan,TX,LZ_HOUSTON,LZ_HOUSTON,,,70.25,47.53,77.77,93.68,66.72,50.00,80.41,86.18,50.00,76.04,44.52
SolaireHolman Solar Project,ERCOT,solar,active,50.00,30.455120,-103.474700,Brewster,TX,HB_SOUTH,HB_SOUTH,,,65.13,53.91,77.55,93.16,52.75,50.00,64.82,75.74,50.00,60.01,40.77
"Florence Solar W3-080, LLC",PJM,solar,active,7.90,40.095611,-74.787611,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,57.30,54.36,58.00,72.00,60.00,50.00,50.55,76.95,50.00,43.50,42.00
Northern Cardinal Solar,PJM,solar,active,2.00,36.433289,-77.719745,Halifax,NC,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
French's Landfill PV,PJM,solar,active,5.10,40.109677,-74.130198,Ocean,NJ,WESTERN HUB,WESTERN HUB,,,56.48,54.36,58.00,72.00,60.00,50.00,47.24,74.85,50.00,39.58,42.00
Ramona Solar Energy,CAISO,solar,active,4.30,33.018486,-116.860713,San Diego,CA,SP15,SP15,,,48.35,47.66,49.21,74.54,30.43,50.00,46.85,74.29,50.00,38.05,25.00
Everett PV1,PJM,solar,active,10.00,35.821137,-77.309570,Martin,NC,WESTERN HUB,WESTERN HUB,,,57.74,54.36,58.00,72.00,60.00,50.00,52.34,78.07,50.00,45.61,42.00
Underwood PV2,PJM,solar,active,16.00,36.419353,-77.049537,Hertford,NC,WESTERN HUB,WESTERN HUB,,,58.61,54.36,58.00,72.00,60.00,50.00,55.90,80.32,50.00,49.81,42.00
Cactus Flats Wind Energy Project,ERCOT,wind,active,148.40,31.112474,-100.028142,Concho,TX,LZ_NORTH,LZ_NORTH,,,62.22,40.73,75.61,92.48,41.05,50.00,73.91,82.81,50.00,69.74,34.22
Whirlpool Corporation - Ottawa Wind Farm,PJM,wind,active,1.50,41.002764,-84.033742,Putnam,OH,WESTERN HUB,WESTERN HUB,,,51.53,43.28,58.00,70.00,58.00,50.00,39.76,64.27,50.00,28.63,42.00
Whirlpool Corporation - Marion Wind Farm,PJM,wind,active,4.50,40.591154,-83.178491,Marion,OH,WESTERN HUB,WESTERN HUB,,,53.57,43.28,58.00,70.00,58.00,50.00,48.08,69.52,50.00,38.46,42.00
SCDA Solar 1,CAISO,solar,active,7.00,38.690186,-121.586514,Sacramento,CA,NP15,NP15,,,62.36,57.96,57.15,90.76,57.61,50.00,52.02,76.62,50.00,42.41,56.22
Chestnut Solar,PJM,solar,active,74.90,36.180000,-77.712000,Halifax,NC,WESTERN HUB,WESTERN HUB,,,61.49,54.36,58.00,72.00,60.00,50.00,67.59,87.69,50.00,63.63,42.00
Marin Clean Energy Solar One,CAISO,solar,active,10.50,37.945296,-122.377202,Contra Costa,CA,NP15,NP15,,,63.11,57.96,57.15,90.76,57.61,50.00,55.09,78.56,50.00,46.04,56.22
Hollyfield,PJM,solar,active,17.00,37.672005,-77.170439,King William,VA,WESTERN HUB,WESTERN HUB,,,58.73,54.36,58.00,72.00,60.00,50.00,56.36,80.61,50.00,50.35,42.00
Hickory Run Energy Station,PJM,natural_gas,active,1033.70,40.994444,-80.430000,Lawrence,PA,WESTERN HUB,WESTERN HUB,,,66.92,52.78,58.00,88.00,70.00,50.00,94.59,12.00,50.00,87.11,42.00
Floyd Road Solar Farm,PJM,solar,active,5.00,36.505920,-77.677474,Northampton,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Heart of Texas Wind Project,ERCOT,wind,active,180.00,31.242177,-99.421266,McCulloch,TX,LZ_NORTH,LZ_NORTH,,,62.58,40.73,75.61,92.48,41.05,50.00,75.37,83.74,50.00,71.47,34.22
Birdsboro Power,PJM,natural_gas,active,525.00,40.268522,-75.799669,Berks,PA,WESTERN HUB,WESTERN HUB,,,65.82,52.78,58.00,88.00,70.00,50.00,89.46,12.00,50.00,81.05,42.00
Greenfield Solar Park,PJM,solar,active,2.80,39.793847,-85.816507,Hancock,IN,WESTERN HUB,WESTERN HUB,,,55.37,54.36,58.00,72.00,60.00,50.00,42.70,71.99,50.00,34.21,42.00
IMPA Anderson Solar Park 2,PJM,solar,active,8.10,40.138307,-85.690907,Madison,IN,WESTERN HUB,WESTERN HUB,,,57.34,54.36,58.00,72.00,60.00,50.00,50.74,77.06,50.00,43.72,42.00
DG AMP Solar Front Royal,PJM,solar,active,2.50,38.929000,-78.180000,Warren,VA,WESTERN HUB,WESTERN HUB,,,55.15,54.36,58.00,72.00,60.00,50.00,41.84,71.45,50.00,33.20,42.00
Foundation CDCR LAC,CAISO,wind,active,1.90,34.691000,-118.221000,Los Angeles,CA,SP15,SP15,,,46.10,37.94,49.21,78.49,33.43,50.00,39.68,69.99,50.00,30.74,25.00
Foundation Scheid Vineyards,CAISO,wind,active,1.90,36.274508,-121.191589,Monterey,CA,NP15,NP15,,,58.02,46.15,57.15,91.90,58.61,50.00,41.16,69.99,50.00,30.74,56.22
Pemberton Road I,PJM,solar,active,8.80,39.981764,-74.697369,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,57.50,54.36,58.00,72.00,60.00,50.00,51.37,77.46,50.00,44.46,42.00
Pemberton Road II,PJM,solar,active,8.80,39.979936,-74.701917,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,57.50,54.36,58.00,72.00,60.00,50.00,51.37,77.46,50.00,44.46,42.00
Vanadium Redox Flow Battery Plant,CAISO,storage,active,2.00,32.682506,-116.988781,San Diego,CA,SP15,SP15,,,49.37,54.60,49.21,88.38,43.43,50.00,38.47,12.00,50.00,31.20,25.00
Bakersfield PV 1,CAISO,solar,active,5.30,35.324982,-118.981522,Kern,CA,SP15,SP15,,,48.74,47.66,49.21,74.54,30.43,50.00,48.43,75.29,50.00,39.92,25.00
Bedford Solar (Oppidum),PJM,solar,active,3.00,37.335046,-79.480995,Bedford,VA,WESTERN HUB,WESTERN HUB,,,55.49,54.36,58.00,72.00,60.00,50.00,43.22,72.32,50.00,34.83,42.00
Tolson Solar,PJM,solar,active,3.00,35.829572,-77.615869,Edgecombe,NC,WESTERN HUB,WESTERN HUB,,,55.49,54.36,58.00,72.00,60.00,50.00,43.22,72.32,50.00,34.83,42.00
Phelps 158 Solar Farm,PJM,solar,active,5.00,36.442636,-77.161514,Northampton,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Brown County LFGTE Power Station,PJM,biomass,active,4.80,38.895000,-83.903000,Brown,OH,WESTERN HUB,WESTERN HUB,,,57.83,52.25,58.00,76.00,62.00,50.00,54.68,72.05,50.00,39.04,42.00
AT&T Holger,CAISO,natural_gas,active,1.30,37.417638,-121.944530,Santa Clara,CA,NP15,NP15,,,59.77,56.28,57.15,95.62,72.61,50.00,43.89,12.00,50.00,27.35,56.22
AT&T Anaheim,CAISO,natural_gas,active,1.30,33.836439,-117.916893,Orange,CA,SP15,SP15,,,49.52,46.27,49.21,93.33,47.43,50.00,42.41,12.00,50.00,27.35,25.00
IKEA Joliet Rooftop PV System,PJM,solar,active,2.00,41.480000,-88.070000,Will,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Merck - Upper Gwynedd Solar Array,PJM,solar,active,1.50,40.215399,-75.283090,Montgomery,PA,WESTERN HUB,WESTERN HUB,,,54.20,54.36,58.00,72.00,60.00,50.00,37.97,69.01,50.00,28.63,42.00
Mount Signal Solar Farm V,CAISO,solar,active,252.30,32.678805,-115.567210,Imperial,CA,SP15,SP15,,,55.94,47.66,49.21,74.54,30.43,50.00,77.69,93.75,50.00,74.49,25.00
"AES ES Alamitos, LLC",CAISO,storage,active,100.00,33.770202,-118.099665,Los Angeles,CA,SP15,SP15,,,55.72,54.60,49.21,88.38,43.43,50.00,68.10,12.00,50.00,66.21,25.00
Bandera Electric Coop PV,ERCOT,solar,active,1.50,29.681032,-99.762212,Real,TX,LZ_CPS,LZ_CPS,,,56.58,56.53,62.81,95.75,55.05,50.00,38.62,58.99,50.00,28.63,25.00
Onyx - Allen Harim,PJM,solar,active,1.20,38.717509,-75.288789,Sussex,DE,WESTERN HUB,WESTERN HUB,,,53.79,54.36,58.00,72.00,60.00,50.00,36.28,67.94,50.00,26.63,42.00
Flat Top Wind I,ERCOT,wind,active,200.00,31.684511,-98.603358,Mills,TX,HB_NORTH,HB_NORTH,,,64.08,41.17,76.14,92.70,42.84,50.00,76.25,84.24,50.00,72.42,42.62
Green Beanworks C PV,CAISO,solar,active,3.00,34.597000,-117.931000,Los Angeles,CA,SP15,SP15,,,47.68,47.66,49.21,74.54,30.43,50.00,44.12,72.57,50.00,34.83,25.00
Green Beanworks D PV,CAISO,solar,active,3.00,34.654976,-118.082150,Los Angeles,CA,SP15,SP15,,,47.68,47.66,49.21,74.54,30.43,50.00,44.12,72.57,50.00,34.83,25.00
Golden Hills North Wind Energy Center,CAISO,wind,active,46.00,37.769189,-121.630163,Alameda,CA,NP15,NP15,,,63.96,46.15,57.15,91.90,58.61,50.00,65.30,85.21,50.00,59.26,56.22
"350 Clark Solar, NG, LLC",PJM,solar,active,1.80,40.894197,-74.730162,Morris,NJ,WESTERN HUB,WESTERN HUB,,,54.54,54.36,58.00,72.00,60.00,50.00,39.35,69.88,50.00,30.26,42.00
Tres City Power LLC,ERCOT,natural_gas,active,100.00,28.785300,-97.009300,Victoria,TX,LZ_LCRA,LZ_LCRA,,,69.23,60.39,58.87,98.00,84.11,50.00,76.98,12.00,50.00,66.21,49.08
"Tres Port Power, LLC",ERCOT,natural_gas,active,100.00,28.696370,-96.945300,Victoria,TX,LZ_LCRA,LZ_LCRA,,,69.23,60.39,58.87,98.00,84.11,50.00,76.98,12.00,50.00,66.21,49.08
USPS PV,CAISO,solar,active,7.40,33.977922,-118.258700,Los Angeles,CA,SP15,SP15,,,49.36,47.66,49.21,74.54,30.43,50.00,50.96,76.89,50.00,42.91,25.00
Wolf Run Energy,PJM,natural_gas,active,22.00,41.610981,-76.299361,Bradford,PA,WESTERN HUB,WESTERN HUB,,,60.66,52.78,58.00,88.00,70.00,50.00,65.43,12.00,50.00,52.66,42.00
Antelope Expansion 2,CAISO,solar,active,105.00,34.744977,-118.309153,Los Angeles,CA,SP15,SP15,,,54.30,47.66,49.21,74.54,30.43,50.00,71.05,89.56,50.00,66.65,25.00
Antelope DSR 3,CAISO,solar,active,20.00,34.736859,-118.304071,Los Angeles,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
APG Combined Heat and Power Plant,PJM,natural_gas,active,7.90,39.397500,-76.299100,Harford,MD,WESTERN HUB,WESTERN HUB,,,59.00,52.78,58.00,88.00,70.00,50.00,57.67,12.00,50.00,43.50,42.00
"Sun Farm V, LLC",PJM,solar,active,5.00,36.160629,-76.489357,Perquimans,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Bluff Point Wind Facility,PJM,wind,active,119.70,40.319000,-84.976900,Jay,IN,WESTERN HUB,WESTERN HUB,,,59.69,43.28,58.00,70.00,58.00,50.00,72.93,85.20,50.00,67.82,42.00
IKEA Grand Prairie Rooftop PV System,ERCOT,solar,active,1.20,32.820000,-97.050000,Dallas,TX,LZ_WEST,LZ_WEST,,,55.23,53.55,73.94,87.57,50.39,50.00,36.51,57.92,50.00,26.63,29.86
Crittenden Solar Facility,PJM,solar,active,2.70,38.751822,-84.613255,Grant,KY,WESTERN HUB,WESTERN HUB,,,55.30,54.36,58.00,72.00,60.00,50.00,42.42,71.82,50.00,33.89,42.00
Walton 1 Solar Facility,PJM,solar,active,2.00,38.850180,-84.592263,Kenton,KY,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Walton 2 Solar Facility,PJM,solar,active,2.00,38.850180,-84.592263,Kenton,KY,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Mt. Jackson Solar,PJM,solar,active,15.70,38.739621,-78.660158,Shenandoah,VA,WESTERN HUB,WESTERN HUB,,,58.58,54.36,58.00,72.00,60.00,50.00,55.76,80.23,50.00,49.64,42.00
Long Ridge Energy Generation,PJM,natural_gas,active,521.90,39.702570,-80.845520,Monroe,OH,WESTERN HUB,WESTERN HUB,,,65.81,52.78,58.00,88.00,70.00,50.00,89.42,12.00,50.00,81.00,42.00
Hog Creek Wind Project,PJM,wind,active,66.00,40.793073,-83.728714,Hardin,OH,WESTERN HUB,WESTERN HUB,,,58.58,43.28,58.00,70.00,58.00,50.00,68.42,82.35,50.00,62.49,42.00
Green Beanworks B PV,CAISO,solar,active,3.00,34.688042,-117.989541,Los Angeles,CA,SP15,SP15,,,47.68,47.66,49.21,74.54,30.43,50.00,44.12,72.57,50.00,34.83,25.00
Karankawa Wind LLC,ERCOT,wind,active,307.10,28.170179,-97.817507,San Patricio,TX,LZ_CPS,LZ_CPS,,,64.19,45.01,62.81,95.58,52.05,50.00,80.18,86.29,50.00,76.25,25.00
Otter Creek Wind Farm LLC,PJM,wind,active,150.00,41.055385,-88.993862,LaSalle,IL,WESTERN HUB,WESTERN HUB,,,60.11,43.28,58.00,70.00,58.00,50.00,74.64,86.27,50.00,69.84,42.00
RE Maplewood,ERCOT,solar,active,250.00,30.976638,-102.257753,Pecos,TX,HB_WEST,HB_WEST,,,61.97,47.49,75.30,85.67,33.25,50.00,76.05,83.43,50.00,74.41,37.29
Mount Signal Solar Farm II,CAISO,solar,active,153.50,32.668500,-115.629200,Imperial,CA,SP15,SP15,,,55.01,47.66,49.21,74.54,30.43,50.00,73.93,91.37,50.00,70.05,25.00
Princeton Solar Project,PJM,solar,active,2.20,40.379736,-74.625694,Mercer,NJ,WESTERN HUB,WESTERN HUB,,,54.92,54.36,58.00,72.00,60.00,50.00,40.87,70.84,50.00,32.06,42.00
Arlington Outlet Hydroelectric Generator,ERCOT,hydro,active,1.30,32.639069,-97.242906,Tarrant,TX,LZ_HOUSTON,LZ_HOUSTON,,,64.85,56.81,77.77,97.33,81.72,50.00,40.55,60.18,50.00,27.35,44.52
Valfilm Wind Project,PJM,wind,active,3.00,41.084329,-83.644131,Hancock,OH,WESTERN HUB,WESTERN HUB,,,52.82,43.28,58.00,70.00,58.00,50.00,45.01,67.59,50.00,34.83,42.00
IGS Solar I - BWI5,PJM,solar,active,1.10,39.270000,-76.548000,Baltimore,MD,WESTERN HUB,WESTERN HUB,,,53.62,54.36,58.00,72.00,60.00,50.00,35.62,67.53,50.00,25.85,42.00
IGS Solar I - EWR5,PJM,solar,active,1.90,40.582000,-74.255000,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,54.64,54.36,58.00,72.00,60.00,50.00,39.76,70.14,50.00,30.74,42.00
IGS Solar I - EWR6,PJM,solar,active,1.90,40.583000,-74.257000,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,54.64,54.36,58.00,72.00,60.00,50.00,39.76,70.14,50.00,30.74,42.00
Fallbrook Energy Storage,CAISO,storage,active,40.00,33.384244,-117.235322,San Diego,CA,SP15,SP15,,,54.24,54.60,49.21,88.38,43.43,50.00,61.16,12.00,50.00,58.01,25.00
Top Gun Energy Storage,CAISO,storage,active,30.00,32.876198,-117.167791,San Diego,CA,SP15,SP15,,,53.77,54.60,49.21,88.38,43.43,50.00,58.98,12.00,50.00,55.44,25.00
Midway Solar - TX,ERCOT,solar,active,182.00,30.995503,-102.223537,Pecos,TX,HB_WEST,HB_WEST,,,61.38,47.49,75.30,85.67,33.25,50.00,73.64,81.91,50.00,71.57,37.29
Walnut Springs Solar,ERCOT,solar,active,5.00,32.078680,-97.768464,Bosque,TX,LZ_HOUSTON,LZ_HOUSTON,,,65.06,59.70,77.77,93.92,69.72,50.00,48.15,64.74,50.00,39.40,44.52
Hecate Energy Clarke County LLC,PJM,solar,active,10.00,39.064850,-78.138207,Clarke,VA,WESTERN HUB,WESTERN HUB,,,57.74,54.36,58.00,72.00,60.00,50.00,52.34,78.07,50.00,45.61,42.00
Hecate Energy Cherrydale LLC,PJM,solar,active,20.00,37.370000,-75.917171,Northampton,VA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Foard City Wind,ERCOT,wind,active,352.80,33.915315,-99.740278,Foard,TX,HB_WEST,HB_WEST,,,60.56,37.81,75.30,85.09,30.25,50.00,79.91,86.95,50.00,77.49,37.29
Essex Solar Center,PJM,solar,active,20.00,37.834094,-76.799967,Essex,VA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Highway 56 Solar,ERCOT,solar,active,5.30,33.614436,-96.690448,Grayson,TX,HB_NORTH,HB_NORTH,,,59.46,51.71,76.14,92.98,45.84,50.00,47.50,65.02,50.00,39.92,42.62
Whitesboro Solar,ERCOT,solar,active,5.00,33.616526,-96.868721,Grayson,TX,HB_NORTH,HB_NORTH,,,59.36,51.71,76.14,92.98,45.84,50.00,47.06,64.74,50.00,39.40,42.62
Whitesboro Solar II,ERCOT,solar,active,5.00,33.624853,-96.867474,Grayson,TX,HB_NORTH,HB_NORTH,,,59.36,51.71,76.14,92.98,45.84,50.00,47.06,64.74,50.00,39.40,42.62
Gopher Creek Wind Farm,ERCOT,wind,active,158.00,32.875073,-101.208955,Borden,TX,LZ_WEST,LZ_WEST,,,62.06,42.63,73.94,87.07,47.39,50.00,74.73,83.11,50.00,70.31,29.86
One Ten Partners PV,CAISO,solar,active,2.00,34.615622,-117.936594,Los Angeles,CA,SP15,SP15,,,46.92,47.66,49.21,74.54,30.43,50.00,41.05,70.64,50.00,31.20,25.00
Merced 1 PV,CAISO,solar,active,3.00,36.989475,-120.878081,Merced,CA,NP15,NP15,,,60.78,57.96,57.15,90.76,57.61,50.00,45.60,72.57,50.00,34.83,56.22
Madera 1 PV,CAISO,solar,active,1.50,37.056468,-120.167021,Madera,CA,NP15,NP15,,,59.49,57.96,57.15,90.76,57.61,50.00,40.35,69.26,50.00,28.63,56.22
"Southampton Solar, LLC",PJM,solar,active,100.00,36.614000,-77.166000,Southampton,VA,WESTERN HUB,WESTERN HUB,,,62.03,54.36,58.00,72.00,60.00,50.00,69.78,89.07,50.00,66.21,42.00
DG AMP Solar Orrville 3,PJM,solar,active,2.30,40.856428,-81.759461,Wayne,OH,WESTERN HUB,WESTERN HUB,,,55.00,54.36,58.00,72.00,60.00,50.00,41.21,71.05,50.00,32.45,42.00
DG AMP Solar Versailles,PJM,solar,active,1.80,40.220700,-84.497800,Darke,OH,WESTERN HUB,WESTERN HUB,,,54.54,54.36,58.00,72.00,60.00,50.00,39.35,69.88,50.00,30.26,42.00
DG AMP Solar Jackson Center,PJM,solar,active,1.60,40.444969,-84.047247,Shelby,OH,WESTERN HUB,WESTERN HUB,,,54.32,54.36,58.00,72.00,60.00,50.00,38.46,69.32,50.00,29.21,42.00
Foundation California Training Facility,CAISO,wind,active,1.80,36.464000,-121.382000,Monterey,CA,NP15,NP15,,,57.92,46.15,57.15,91.90,58.61,50.00,40.75,69.73,50.00,30.26,56.22
Foundation Mann Packing,CAISO,wind,active,1.80,36.504000,-121.454000,Monterey,CA,NP15,NP15,,,57.92,46.15,57.15,91.90,58.61,50.00,40.75,69.73,50.00,30.26,56.22
Foundation SaIinas Valley State Prison,CAISO,wind,active,1.80,36.474000,-121.371000,Monterey,CA,NP15,NP15,,,57.92,46.15,57.15,91.90,58.61,50.00,40.75,69.73,50.00,30.26,56.22
Gaskell West 1 Solar Facility,CAISO,solar,active,20.00,34.832786,-118.563578,Kern,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
RE Gaskell West 2 LLC,CAISO,solar,active,45.00,34.834944,-118.551181,Kern,CA,SP15,SP15,,,52.72,47.66,49.21,74.54,30.43,50.00,64.64,85.51,50.00,59.07,25.00
RE Gaskell West 3 LLC,CAISO,solar,active,20.00,34.834944,-118.551181,Kern,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
RE Gaskell West 4 LLC,CAISO,solar,active,20.00,34.827873,-118.568178,Kern,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
RE Gaskell West 5 LLC,CAISO,solar,active,20.00,34.834944,-118.551181,Kern,CA,SP15,SP15,,,51.21,47.66,49.21,74.54,30.43,50.00,58.49,81.64,50.00,51.81,25.00
Palmer Solar Center,PJM,solar,active,5.00,37.967240,-78.230963,Fluvanna,VA,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Martin Solar Center,PJM,solar,active,5.00,37.880510,-78.049191,Goochland,VA,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Vandenberg Solar Project,CAISO,solar,active,25.30,34.749708,-120.509982,Santa Barbara,CA,NP15,NP15,,,64.75,57.96,57.15,90.76,57.61,50.00,61.76,82.76,50.00,53.91,56.22
IGS Solar I - BWI2,PJM,solar,active,1.40,39.267000,-76.548000,Baltimore,MD,WESTERN HUB,WESTERN HUB,,,54.07,54.36,58.00,72.00,60.00,50.00,37.45,68.68,50.00,28.01,42.00
IOS - ERW9,PJM,solar,active,5.30,40.595000,-74.225000,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,56.55,54.36,58.00,72.00,60.00,50.00,47.53,75.04,50.00,39.92,42.00
E-Volve Energy Holdings LLC,ERCOT,solar,active,1.20,29.740788,-96.159940,Austin,TX,HB_NORTH,HB_NORTH,,,56.70,51.71,76.14,92.98,45.84,50.00,36.25,57.92,50.00,26.63,42.62
DG New Jersey Solar RLS Logistics,PJM,solar,active,4.00,39.575217,-75.014147,Gloucester,NJ,WESTERN HUB,WESTERN HUB,,,56.03,54.36,58.00,72.00,60.00,50.00,45.40,73.69,50.00,37.41,42.00
Marlin Solar,ERCOT,solar,active,5.30,31.286739,-96.877205,Limestone,TX,LZ_HOUSTON,LZ_HOUSTON,,,65.17,59.70,77.77,93.92,69.72,50.00,48.59,65.02,50.00,39.92,44.52
North Gainesville Solar,ERCOT,solar,active,5.20,33.656072,-97.148569,Cooke,TX,HB_NORTH,HB_NORTH,,,59.43,51.71,76.14,92.98,45.84,50.00,47.36,64.93,50.00,39.75,42.62
DG Camden LLC Holtec,PJM,solar,active,2.20,39.910969,-75.118600,Camden,NJ,WESTERN HUB,WESTERN HUB,,,54.92,54.36,58.00,72.00,60.00,50.00,40.87,70.84,50.00,32.06,42.00
Baker Point,PJM,solar,active,9.00,39.570338,-77.363415,Frederick,MD,WESTERN HUB,WESTERN HUB,,,57.54,54.36,58.00,72.00,60.00,50.00,51.54,77.57,50.00,44.66,42.00
Whitewright Solar,ERCOT,solar,active,10.00,33.498186,-96.378894,Fannin,TX,LZ_CPS,LZ_CPS,,,60.12,56.53,62.81,95.75,55.05,50.00,52.99,68.05,50.00,45.61,25.00
