name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score,commissioning_year
Willow Island Hydroelectric Plant (WIG2),PJM,hydro,active,22.0,39.35776,-81.31795,Pleasants,WV,,,,,,,,,,,,,,,,2016
Knouse Solar Project 1 (1),PJM,solar,active,3.0,40.0264,-77.2344,Cumberland,PA,,,,,,,,,,,,,,,,2010
Sherbino II (1),ERCOT,wind,active,132.0,30.772575,-102.505808,Pecos,TX,,,,,,,,,,,,,,,,2011
Yolo County Solar Project (1),CAISO,solar,active,1.0,38.659722,-121.7294,Yolo,CA,,,,,,,,,,,,,,,,2010
Solar Star North Carolina II LLC (1),PJM,solar,active,1.3,36.425,-77.064,Hertford,NC,,,,,,,,,,,,,,,,2011
Solar Star North Carolina II LLC (2),PJM,solar,active,1.3,36.425,-77.064,Hertford,NC,,,,,,,,,,,,,,,,2011
Solar Star North Carolina II LLC (3),PJM,solar,active,1.3,36.425,-77.064,Hertford,NC,,,,,,,,,,,,,,,,2011
Solar Star North Carolina II LLC (4),PJM,solar,active,1.3,36.425,-77.064,Hertford,NC,,,,,,,,,,,,,,,,2011
Solar Star North Carolina II LLC (5),PJM,solar,active,1.3,36.425,-77.064,Hertford,NC,,,,,,,,,,,,,,,,2011
California Valley Solar Ranch (HPR2),CAISO,solar,active,32.3,35.323739,-119.91663,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
California Valley Solar Ranch (HPR2A),CAISO,solar,active,21.0,35.323739,-119.91663,San Luis Obispo,CA,,,,,,,,,,,,,,,,2012
California Valley Solar Ranch (HPR2B),CAISO,solar,active,86.5,35.323739,-119.91663,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
California Valley Solar Ranch (HPR2C),CAISO,solar,active,70.0,35.323739,-119.91663,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
California Valley Solar Ranch (HPR2D),CAISO,solar,active,40.0,35.323739,-119.91663,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
Laurel Mountain Hybrid (1),PJM,wind,active,97.6,39.0072,-79.8866,Barbour,WV,,,,,,,,,,,,,,,,2011
Pilesgrove (PILE),PJM,solar,active,18.0,39.613028,-75.309477,Salem,NJ,,,,,,,,,,,,,,,,2011
Blue Creek Wind Project (1),PJM,wind,active,302.0,40.931515,-84.561824,Van Wert,OH,,,,,,,,,,,,,,,,2011
Solar Borrego I (SB1),CAISO,solar,active,26.0,33.298889,-116.35083,San Diego,CA,,,,,,,,,,,,,,,,2013
145 Talmadge Solar (1),PJM,solar,active,3.8,40.535787,-74.391268,Middlesex,NJ,,,,,,,,,,,,,,,,2011
Mountain View IV (1),CAISO,wind,active,49.0,33.8816,-116.5527,Riverside,CA,,,,,,,,,,,,,,,,2012
Napoleon Solar I (1),PJM,solar,active,8.0,41.388431,-84.095841,Henry,OH,,,,,,,,,,,,,,,,2011
Bishop Hill Energy LLC (1),PJM,wind,active,200.0,41.215278,-90.120833,Henry,IL,,,,,,,,,,,,,,,,2012
Romark PA Solar (1),PJM,solar,active,1.8,40.936111,-76.038888,Luzerne,PA,,,,,,,,,,,,,,,,2011
Blue Ridge Landfill (GEN1),PJM,biomass,active,1.6,39.961944,-77.561111,Franklin,PA,,,,,,,,,,,,,,,,2013
Blue Ridge Landfill (GEN2),PJM,biomass,active,1.6,39.961944,-77.561111,Franklin,PA,,,,,,,,,,,,,,,,2013
Blue Ridge Landfill (GEN3),PJM,biomass,active,1.6,39.961944,-77.561111,Franklin,PA,,,,,,,,,,,,,,,,2013
Blue Ridge Landfill (GEN4),PJM,biomass,active,1.6,39.961944,-77.561111,Franklin,PA,,,,,,,,,,,,,,,,2013
Murray Hill Solar (MHNJ),PJM,solar,active,1.0,40.684444,-74.404444,Union,NJ,,,,,,,,,,,,,,,,2011
"Sentinel Energy Center, LLC (CTG1)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG2)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG3)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG4)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG5)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG6)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG7)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
"Sentinel Energy Center, LLC (CTG8)",CAISO,natural_gas,active,100.0,33.934167,-116.571388,Riverside,CA,,,,,,,,,,,,,,,,2013
Mariposa Energy Project (CTG1),CAISO,natural_gas,active,49.9,37.789167,-121.601944,Alameda,CA,,,,,,,,,,,,,,,,2012
Mariposa Energy Project (CTG2),CAISO,natural_gas,active,49.9,37.789167,-121.601944,Alameda,CA,,,,,,,,,,,,,,,,2012
Mariposa Energy Project (CTG3),CAISO,natural_gas,active,49.9,37.789167,-121.601944,Alameda,CA,,,,,,,,,,,,,,,,2012
Mariposa Energy Project (CTG4),CAISO,natural_gas,active,49.9,37.789167,-121.601944,Alameda,CA,,,,,,,,,,,,,,,,2012
Manzana Wind LLC (GEN1),CAISO,wind,active,189.0,34.9349,-118.4612,Kern,CA,,,,,,,,,,,,,,,,2012
Flemington Solar (FSNJ),PJM,solar,active,8.0,40.483888,-74.856666,Hunterdon,NJ,,,,,,,,,,,,,,,,2011
Frenchtown I Solar (F1NJ),PJM,solar,active,3.0,40.521667,-75.012222,Hunterdon,NJ,,,,,,,,,,,,,,,,2012
Frenchtown II Solar (F2NJ),PJM,solar,active,3.0,40.514444,-74.976944,Hunterdon,NJ,,,,,,,,,,,,,,,,2011
Lebanon Solar (LSNJ),PJM,solar,active,2.0,40.675833,-74.912222,Hunterdon,NJ,,,,,,,,,,,,,,,,2011
Imperial Solar Energy Center South (56819),CAISO,solar,active,128.9,32.663289,-115.658284,Imperial,CA,,,,,,,,,,,,,,,,2013
Imperial Solar Energy Center West (56819),CAISO,solar,active,148.7,32.772225,-115.779311,Imperial,CA,,,,,,,,,,,,,,,,2016
Masser Farms Realty Solar (MFRS),PJM,solar,active,1.0,40.640556,-76.605417,Schuylkill,PA,,,,,,,,,,,,,,,,2011
Stroud Solar Station (1),CAISO,solar,active,20.0,36.531389,-120.106944,Fresno,CA,,,,,,,,,,,,,,,,2011
Five Points Solar Station (1),CAISO,solar,active,15.0,36.400278,-120.103333,Fresno,CA,,,,,,,,,,,,,,,,2011
Westside Solar Station (1),CAISO,solar,active,15.0,36.378726,-120.124898,Fresno,CA,,,,,,,,,,,,,,,,2011
TECO CHP-1 (CHP1),ERCOT,natural_gas,active,48.0,29.703454,-95.398317,Harris,TX,,,,,,,,,,,,,,,,2010
TECO CHP-1 (GTG2),ERCOT,natural_gas,active,50.0,29.703454,-95.398317,Harris,TX,,,,,,,,,,,,,,,,2024
FRV SI Transport Solar LP (SEIM),CAISO,solar,active,1.0,38.4869,-121.3911,Sacramento,CA,,,,,,,,,,,,,,,,2010
Ocotillo Express LLC (WTG),CAISO,wind,active,265.4,32.752778,-116.044722,Imperial,CA,,,,,,,,,,,,,,,,2012
Walnut Creek Energy Park (GT1),CAISO,natural_gas,active,100.0,34.008709,-117.944864,Los Angeles,CA,,,,,,,,,,,,,,,,2013
Walnut Creek Energy Park (GT2),CAISO,natural_gas,active,100.0,34.008709,-117.944864,Los Angeles,CA,,,,,,,,,,,,,,,,2013
Walnut Creek Energy Park (GT3),CAISO,natural_gas,active,100.0,34.008709,-117.944864,Los Angeles,CA,,,,,,,,,,,,,,,,2013
Walnut Creek Energy Park (GT4),CAISO,natural_gas,active,100.0,34.008709,-117.944864,Los Angeles,CA,,,,,,,,,,,,,,,,2013
Walnut Creek Energy Park (GT5),CAISO,natural_gas,active,100.0,34.008709,-117.944864,Los Angeles,CA,,,,,,,,,,,,,,,,2013
Trinity Hills (1),ERCOT,wind,active,198.0,33.383611,-98.711944,Young,TX,,,,,,,,,,,,,,,,2011
Giffen (1),CAISO,solar,active,10.0,36.530278,-120.316111,Fresno,CA,,,,,,,,,,,,,,,,2012
Cantua Solar Station (1),CAISO,solar,active,20.0,36.425085,-120.343543,Fresno,CA,,,,,,,,,,,,,,,,2012
Huron Solar Station (1),CAISO,solar,active,20.0,36.181389,-120.030555,Fresno,CA,,,,,,,,,,,,,,,,2012
Pio Pico Energy Center (CTG1),CAISO,natural_gas,active,131.8,32.573889,-116.917777,San Diego,CA,,,,,,,,,,,,,,,,2016
Pio Pico Energy Center (CTG2),CAISO,natural_gas,active,131.8,32.573889,-116.917777,San Diego,CA,,,,,,,,,,,,,,,,2016
Pio Pico Energy Center (CTG3),CAISO,natural_gas,active,131.8,32.573889,-116.917777,San Diego,CA,,,,,,,,,,,,,,,,2016
Sunset Reservoir North Basin (1),CAISO,solar,active,4.5,37.750894,-122.481758,San Francisco,CA,,,,,,,,,,,,,,,,2010
Algonquin Power Sanger LLC (CTG),CAISO,natural_gas,active,49.0,36.6842,-119.5522,Fresno,CA,,,,,,,,,,,,,,,,2007
Algonquin Power Sanger LLC (STG2),CAISO,natural_gas,active,12.5,36.6842,-119.5522,Fresno,CA,,,,,,,,,,,,,,,,2012
Cooper Farms VW Project (WTG),PJM,wind,active,4.5,40.905833,-84.570277,Van Wert,OH,,,,,,,,,,,,,,,,2012
CCCSD Wastewater Treatment Plnt (S188),CAISO,natural_gas,active,3.5,37.9978,-122.0697,Contra Costa,CA,,,,,,,,,,,,,,,,1995
ETS Ewing Solar Facility (ETS1),PJM,solar,active,1.3,40.281801,-74.793638,Mercer,NJ,,,,,,,,,,,,,,,,2010
Broadridge Cogen (CG1),CAISO,natural_gas,active,2.1,38.6183,-121.0564,El Dorado,CA,,,,,,,,,,,,,,,,2008
Broadridge Cogen (CG2),CAISO,natural_gas,active,2.1,38.6183,-121.0564,El Dorado,CA,,,,,,,,,,,,,,,,2008
Allenwood (1),PJM,biomass,active,1.6,41.151111,-76.917777,Lycoming,PA,,,,,,,,,,,,,,,,2012
Allenwood (2),PJM,biomass,active,1.6,41.151111,-76.917777,Lycoming,PA,,,,,,,,,,,,,,,,2012
Lycoming County (1),PJM,biomass,active,1.6,41.151111,-76.917777,Lycoming,PA,,,,,,,,,,,,,,,,2012
Lycoming County (2),PJM,biomass,active,1.6,41.151111,-76.917777,Lycoming,PA,,,,,,,,,,,,,,,,2012
University of California San Diego Hybri (NT2),CAISO,natural_gas,active,15.0,32.8747,-117.2392,San Diego,CA,,,,,,,,,,,,,,,,2001
University of California San Diego Hybri (ST1),CAISO,natural_gas,active,15.0,32.8747,-117.2392,San Diego,CA,,,,,,,,,,,,,,,,2001
University of California San Diego Hybri (STG),CAISO,natural_gas,active,3.0,32.8747,-117.2392,San Diego,CA,,,,,,,,,,,,,,,,2001
Oxnard Paper Mill (1),CAISO,natural_gas,active,29.0,34.1414,-119.1831,Ventura,CA,,,,,,,,,,,,,,,,1986
Shiloh III Wind Project LLC (1),CAISO,wind,active,102.5,38.169444,-121.846944,Solano,CA,,,,,,,,,,,,,,,,2011
Matrix Stults Road Solar Facility (STULT),PJM,solar,active,2.6,40.3622,-74.4797,Middlesex,NJ,,,,,,,,,,,,,,,,2011
Teichert Materials-Teichert Vernalis (WTG1),CAISO,wind,active,1.0,37.6167,-121.3564,San Joaquin,CA,,,,,,,,,,,,,,,,2010
Pinnacle Wind Force LLC (1),PJM,wind,active,53.7,39.445,-79.03,Mineral,WV,,,,,,,,,,,,,,,,2011
LE Wind Turbine 1 (WTG1),PJM,wind,active,2.5,41.584444,-81.525555,Cuyahoga,OH,,,,,,,,,,,,,,,,2011
Hidalgo Wind Farm LLC (GEN1),ERCOT,wind,active,250.0,26.465556,-98.411111,Hidalgo,TX,,,,,,,,,,,,,,,,2016
Paulding Wind Farm II (GEN1),PJM,wind,active,99.0,41.025278,-84.779166,Paulding,OH,,,,,,,,,,,,,,,,2011
Rising Tree Wind Farm (GEN1),CAISO,wind,active,79.2,35.0775,-118.218333,Kern,CA,,,,,,,,,,,,,,,,2015
Bright Stalk Wind Farm I (GEN1),PJM,wind,active,205.2,40.701241,-88.701054,McLean,IL,,,,,,,,,,,,,,,,2019
Foundation ST (WTG1),CAISO,wind,active,2.0,37.714167,-121.521666,San Joaquin,CA,,,,,,,,,,,,,,,,2011
Meadow Lake Wind Farm V LLC (GEN1),PJM,wind,active,100.0,40.716111,-87.021111,White,IN,,,,,,,,,,,,,,,,2017
500 Virginia Solar (1),PJM,solar,active,1.0,40.139167,-75.191667,Montgomery,PA,,,,,,,,,,,,,,,,2011
McCormick & Co. Inc. at Belcamp (PV1),PJM,solar,active,1.4,39.4836,-76.2292,Harford,MD,,,,,,,,,,,,,,,,2010
"Toys R Us- DE, Inc. at Mt. Olive, NJ (PV1)",PJM,solar,active,4.1,40.818888,-74.718611,Morris,NJ,,,,,,,,,,,,,,,,2011
Regulus Solar Project (FRV4),CAISO,solar,active,60.0,35.3,-118.851944,Kern,CA,,,,,,,,,,,,,,,,2014
Adobe Solar (FRV3),CAISO,solar,active,20.0,35.102778,-118.954444,KERN,CA,,,,,,,,,,,,,,,,2014
"Temescal Canyon RV, LLC (1)",CAISO,solar,active,1.5,33.826389,-117.511667,Riverside,CA,,,,,,,,,,,,,,,,2011
East Blackland Solar Project 1 (PSF),ERCOT,solar,active,144.0,30.4214,-97.4614,Travis,TX,,,,,,,,,,,,,,,,2021
Vineland Mays Landing Solar (VNLND),PJM,solar,active,4.0,39.4175,-74.973889,Cumberland,NJ,,,,,,,,,,,,,,,,2011
Manalapan Village Solar (MANVL),PJM,solar,active,3.5,40.256667,-74.349722,Monmouth,NJ,,,,,,,,,,,,,,,,2011
McGraw Hill Solar (MCGRH),PJM,solar,active,12.0,40.279722,-74.556389,Mercer,NJ,,,,,,,,,,,,,,,,2011
Seabrook Solar Plant (P21A),PJM,solar,active,1.5,39.485,-75.215,Cumberland,NJ,,,,,,,,,,,,,,,,2011
Seabrook Solar Plant (P21B),PJM,solar,active,1.5,39.485,-75.215,Cumberland,NJ,,,,,,,,,,,,,,,,2014
Seabrook Solar Plant (SBS1),PJM,solar,active,3.0,39.485,-75.215,Cumberland,NJ,,,,,,,,,,,,,,,,2011
City of Madera WWTP (1),CAISO,solar,active,1.0,36.9408,-120.1572,Madera,CA,,,,,,,,,,,,,,,,2009
"Staples La Mirada, CA (1)",CAISO,solar,active,1.1,33.881667,-118.0175,Los Angeles,CA,,,,,,,,,,,,,,,,2010
Topaz Solar Farm (TPZ1),CAISO,solar,active,129.8,35.405556,-120.068611,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
Topaz Solar Farm (TPZ2),CAISO,solar,active,151.2,35.405556,-120.068611,San Luis Obispo,CA,,,,,,,,,,,,,,,,2013
Topaz Solar Farm (TPZ3),CAISO,solar,active,102.1,35.405556,-120.068611,San Luis Obispo,CA,,,,,,,,,,,,,,,,2014
Topaz Solar Farm (TPZ4),CAISO,solar,active,90.3,35.405556,-120.068611,San Luis Obispo,CA,,,,,,,,,,,,,,,,2014
Topaz Solar Farm (TPZ5),CAISO,solar,active,112.5,35.405556,-120.068611,San Luis Obispo,CA,,,,,,,,,,,,,,,,2014
Power Generation Station (PGS) 2 (1),CAISO,biomass,active,4.6,37.825833,-122.296111,Alameda,CA,,,,,,,,,,,,,,,,2011
Webberville Solar Project (AES1),ERCOT,solar,active,30.0,30.238492,-97.508812,Travis,TX,,,,,,,,,,,,,,,,2011
Vasco Winds (1),CAISO,wind,active,78.2,37.790833,-121.718055,Contra Costa,CA,,,,,,,,,,,,,,,,2011
Montezuma Wind II (1),CAISO,wind,active,78.2,38.116667,-121.821944,Solano,CA,,,,,,,,,,,,,,,,2012
Signal Hill West Unit (1),CAISO,natural_gas,active,5.7,33.811182,-118.175645,Los Angeles,CA,,,,,,,,,,,,,,,,2004
Mesquite Solar 1 (1),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2011
Mesquite Solar 1 (10),CAISO,solar,active,12.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (11),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (12),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (2),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (3),CAISO,solar,active,10.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2011
Mesquite Solar 1 (4),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (5),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (6),CAISO,solar,active,8.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (7),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (8),CAISO,solar,active,12.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Mesquite Solar 1 (9),CAISO,solar,active,16.0,33.341833,-112.904028,Maricopa,AZ,,,,,,,,,,,,,,,,2012
Catalina Solar LLC (INV),CAISO,solar,active,110.0,34.938261,-118.334492,Kern,CA,,,,,,,,,,,,,,,,2012
Watkins Manufacturing Co. (GEN1),CAISO,natural_gas,active,1.0,33.143847,-117.236908,San Diego,CA,,,,,,,,,,,,,,,,2001
Watkins Manufacturing Co. (GEN2),CAISO,natural_gas,active,1.0,33.143847,-117.236908,San Diego,CA,,,,,,,,,,,,,,,,2001
Hazle Spindle (HRS1),PJM,storage,active,20.0,40.949536,-76.04739,Luzerne,PA,,,,,,,,,,,,,,,,2013
North Palm Springs 4A (1),CAISO,solar,active,4.0,33.909722,-116.5625,Riverside,CA,,,,,,,,,,,,,,,,2012
"Johnson Matthey, Inc. Solar (PV1)",PJM,solar,active,4.0,39.825278,-75.219722,Gloucester,NJ,,,,,,,,,,,,,,,,2011
NJMC Landfill (NJMC),PJM,solar,active,2.5,40.750833,-74.11,Hudson,NJ,,,,,,,,,,,,,,,,2011
Shiloh IV Wind Project LLC (1),CAISO,wind,active,102.5,38.137488,-121.855342,Solano,CA,,,,,,,,,,,,,,,,2012
Summit Associates (SUMA),PJM,solar,active,1.9,40.5003,-74.3536,Middlesex,NJ,,,,,,,,,,,,,,,,2011
BlackRock-Matrix (BLAR),PJM,solar,active,2.5,40.3622,-74.4797,Middlesex,NJ,,,,,,,,,,,,,,,,2012
Mill Creek Solar (MILLC),PJM,solar,active,3.5,40.031388,-74.824722,Burlington,NJ,,,,,,,,,,,,,,,,2011
Benjamin Moore & Co. Solar (PV1),PJM,solar,active,1.4,40.825556,-74.714722,Morris,NJ,,,,,,,,,,,,,,,,2010
Cherry Hill (CH),PJM,solar,active,1.1,39.876111,-75.008611,Camden,NJ,,,,,,,,,,,,,,,,2010
Vineland Headquarters (VHQ),PJM,solar,active,1.1,39.490271,-75.037391,Cumberland,NJ,,,,,,,,,,,,,,,,2011
North Palm Springs 1A (1),CAISO,solar,active,2.5,33.924167,-116.593333,Riverside,CA,,,,,,,,,,,,,,,,2012
Laurel Hill Wind (1),PJM,wind,active,69.0,41.5323,-77.0296,Lycoming,PA,,,,,,,,,,,,,,,,2012
The City of Vineland at West Vineland (PV1),PJM,solar,active,3.7,39.462376,-75.070039,Cumberland,NJ,,,,,,,,,,,,,,,,2011
The City of Vineland at North Vineland (PV1),PJM,solar,active,2.3,39.505034,-74.997703,Cumberland,NJ,,,,,,,,,,,,,,,,2011
FedEx Field Solar Facility (1),PJM,solar,active,2.0,38.907778,-76.864444,Prince Georges,MD,,,,,,,,,,,,,,,,2011
Maple Solar (P1),PJM,solar,active,1.6,39.4875,-74.980833,Cumberland,NJ,,,,,,,,,,,,,,,,2011
Los Vientos Wind 1A (1),ERCOT,wind,active,200.0,26.33072,-97.5857,Cameron,TX,,,,,,,,,,,,,,,,2012
Los Vientos Wind 1B (1),ERCOT,wind,active,201.6,26.34892,-97.6668,Cameron,TX,,,,,,,,,,,,,,,,2012
Frederick County LFGTE Facility (1),PJM,biomass,active,1.0,39.140833,-78.0975,Frederick,VA,,,,,,,,,,,,,,,,2010
Frederick County LFGTE Facility (2),PJM,biomass,active,1.0,39.140833,-78.0975,Frederick,VA,,,,,,,,,,,,,,,,2010
Pacific Wind LLC (1),CAISO,wind,active,151.7,34.891389,-118.4325,Kern,CA,,,,,,,,,,,,,,,,2012
Mount Saint Mary's (PV1),PJM,solar,active,13.7,39.675,-77.345,Frederick,MD,,,,,,,,,,,,,,,,2012
Naval Air Weapons Station China Lake (1),CAISO,solar,active,11.1,35.68771,-117.68137,Kern,CA,,,,,,,,,,,,,,,,2012
Longwood Gardens (1),PJM,solar,active,1.3,39.866667,-75.667777,Chester,PA,,,,,,,,,,,,,,,,2010
Mehoopany Wind Energy LLC (1),PJM,wind,active,140.8,41.420556,-76.049167,Wyoming,PA,,,,,,,,,,,,,,,,2012
Ameresco Butte County (1),CAISO,biomass,active,2.3,39.674,-121.73,Butte,CA,,,,,,,,,,,,,,,,2013
Perdue Bridgeville Photovoltaic (BRID),PJM,solar,active,1.3,38.757689,-75.602031,Sussex,DE,,,,,,,,,,,,,,,,2011
Palo Verde College (1),CAISO,solar,active,1.2,33.661667,-114.651667,Riverside,CA,,,,,,,,,,,,,,,,2009
Windstar 1 (WGNS),CAISO,wind,active,120.0,35.054167,-118.354722,Kern,CA,,,,,,,,,,,,,,,,2012
FedEx Woodbridge (1),PJM,solar,active,2.0,40.506358,-74.323519,Middlesex,NJ,,,,,,,,,,,,,,,,2009
US GSA Heating and Transmission (TG1),PJM,natural_gas,active,5.4,38.885709,-77.028373,District of Columbia,DC,,,,,,,,,,,,,,,,2004
US GSA Heating and Transmission (TG2),PJM,natural_gas,active,5.4,38.885709,-77.028373,District of Columbia,DC,,,,,,,,,,,,,,,,2004
Foundation AB (WTG1),CAISO,wind,active,1.5,38.232222,-122.092778,Solano,CA,,,,,,,,,,,,,,,,2011
Foundation IE (WTG1),CAISO,wind,active,1.0,34.084722,-117.529444,San Bernardino,CA,,,,,,,,,,,,,,,,2011
St Joseph Energy Center (CT1),PJM,natural_gas,active,260.0,41.698992,-86.479699,St Joseph,IN,,,,,,,,,,,,,,,,2018
St Joseph Energy Center (CT2),PJM,natural_gas,active,260.0,41.698992,-86.479699,St Joseph,IN,,,,,,,,,,,,,,,,2018
St Joseph Energy Center (ST1),PJM,natural_gas,active,260.0,41.698992,-86.479699,St Joseph,IN,,,,,,,,,,,,,,,,2018
Golden Springs Building C-1 (1),CAISO,solar,active,1.2,33.914167,-118.053611,Los Angeles,CA,,,,,,,,,,,,,,,,2012
Golden Springs Building D (1),CAISO,solar,active,1.3,33.911944,-118.052222,Los Angeles,CA,,,,,,,,,,,,,,,,2012
"ISH Solar Central, LLC (1)",PJM,solar,active,1.4,40.2675,-74.278611,Monmouth,NJ,,,,,,,,,,,,,,,,2011
Magic Valley Wind Farm I LLC (MV1),ERCOT,wind,active,203.0,26.475278,-97.691111,Willacy,TX,,,,,,,,,,,,,,,,2012
William Paterson University (WPU1),PJM,solar,active,2.3,40.952084,-74.195502,Passaic,NJ,,,,,,,,,,,,,,,,2010
Franklin Templeton San Mateo (FRK00),CAISO,natural_gas,active,1.1,37.5425,-122.292778,San Mateo,CA,,,,,,,,,,,,,,,,2011
Titusville Solar (PV1),PJM,solar,active,3.5,40.292778,-74.847222,Mercer,NJ,,,,,,,,,,,,,,,,2010
"Middletown Coke Company, LLC (YNKE)",PJM,natural_gas,active,67.0,39.472222,-84.401389,Butler,OH,,,,,,,,,,,,,,,,2011
Dinuba Wastewater Treatment Plant (DSPV),CAISO,solar,active,1.0,36.538056,-119.426388,Tulare,CA,,,,,,,,,,,,,,,,2011
Heliocentric (1),CAISO,solar,active,1.5,34.65434,-117.971004,Los Angeles,CA,,,,,,,,,,,,,,,,2012
Mustang Hills LLC (AW06),CAISO,wind,active,150.0,35.030855,-118.293188,Kern,CA,,,,,,,,,,,,,,,,2012
Pinyon Pine I (AW07),CAISO,wind,active,168.0,35.043411,-118.211835,Kern,CA,,,,,,,,,,,,,,,,2012
Alta Wind VIII (AW08),CAISO,wind,active,150.0,35.026683,-118.234811,Kern,CA,,,,,,,,,,,,,,,,2012
L-8 Solar Project (TSM),CAISO,solar,active,1.5,34.654347,-117.973103,Los Angeles,CA,,,,,,,,,,,,,,,,2012
Pinyon Pine II (AW09),CAISO,wind,active,132.0,35.026759,-118.223333,Kern,CA,,,,,,,,,,,,,,,,2012
Woodbridge Energy Center (CT001),PJM,natural_gas,active,222.7,40.515,-74.318889,Middlesex,NJ,,,,,,,,,,,,,,,,2015
Woodbridge Energy Center (CT002),PJM,natural_gas,active,222.7,40.515,-74.318889,Middlesex,NJ,,,,,,,,,,,,,,,,2015
Woodbridge Energy Center (ST001),PJM,natural_gas,active,327.5,40.515,-74.318889,Middlesex,NJ,,,,,,,,,,,,,,,,2015
ISH Solar Hospital SDMC (1),CAISO,solar,active,1.1,32.791667,-117.095277,San Diego,CA,,,,,,,,,,,,,,,,2011
ISH Solar Hospital Downey (1),CAISO,solar,active,1.1,33.921667,-118.124444,Los Angeles,CA,,,,,,,,,,,,,,,,2011
WC Landfill Energy LLC (SOLAR),PJM,solar,active,1.0,40.831012,-75.015775,Warren,NJ,,,,,,,,,,,,,,,,2013
Univ of California San Diego Solar (SGU1),CAISO,solar,active,1.0,32.874379,-117.238927,San Diego,CA,,,,,,,,,,,,,,,,2008
Industry MetroLink PV 1 (1),CAISO,solar,active,1.5,34.008661,-117.845603,Los Angeles,CA,,,,,,,,,,,,,,,,2012
"Wildcat Wind Farm I, LLC (1)",PJM,wind,active,200.0,40.349444,-85.843056,Tipton,IN,,,,,,,,,,,,,,,,2012
Heller Industrial Parks (UNIT1),PJM,solar,active,2.7,40.373898,-74.489236,Middlesex,NJ,,,,,,,,,,,,,,,,2011
Castle Rock Vineyards (SOLAR),CAISO,solar,active,1.0,35.801111,-119.110556,Tulare,CA,,,,,,,,,,,,,,,,2010
Santa Cruz Energy (UNT1),CAISO,biomass,active,1.6,36.973333,-122.105556,Santa Cruz,CA,,,,,,,,,,,,,,,,2009
Perdue Salisbury Photovoltaic (SALI),PJM,solar,active,1.0,38.373611,-75.535278,Wicomico,MD,,,,,,,,,,,,,,,,2011
Guernsey Solar Station (1),CAISO,solar,active,20.0,36.163889,-119.650556,Kings,CA,,,,,,,,,,,,,,,,2013
Gates Solar Station (1),CAISO,solar,active,20.0,36.176389,-120.114167,Fresno,CA,,,,,,,,,,,,,,,,2013
Martinsville LFG Generator (LFG1),PJM,natural_gas,active,1.1,36.717222,-79.845278,Henry,VA,,,,,,,,,,,,,,,,2012
Improvement Dst No. 4 (ID4),CAISO,solar,active,1.1,35.402778,-119.038611,Kern,CA,,,,,,,,,,,,,,,,2009
